SEASON_NUMBER,STARTUP_NAME,EPISODE_NUMBER,PITCH_NUMBER,SEASON_START,SEASON_END,ORIGINAL_AIR_DATE,INDUSTRY,BUSINESS_DESCRIPTION,COMPANY_WEBSITE,PITCHERS_GENDER,PITCHERS_AVERAGE_AGE,PITCHERS_CITY,PITCHERS_STATE,ENTREPRENEUR_NAMES,MULTIPLE_ENTREPRENEURS,US_VIEWERSHIP,ORIGINAL_ASK_AMOUNT,ORIGINAL_OFFERED_EQUITY,VALUATION_REQUESTED,GOT_DEAL,TOTAL_DEAL_AMOUNT,TOTAL_DEAL_EQUITY,DEAL_VALUATION,NUMBER_OF_SHARKS_IN_DEAL,INVESTMENT_AMOUNT_PER_SHARK,EQUITY_PER_SHARK,ROYALTY_DEAL,ADVISORY_SHARES_EQUITY,LOAN,DEAL_HAS_CONDITIONS,BARBARA_CORCORAN_INVESTMENT_AMOUNT,BARBARA_CORCORAN_INVESTMENT_EQUITY,MARK_CUBAN_INVESTMENT_AMOUNT,MARK_CUBAN_INVESTMENT_EQUITY,LORI_GREINER_INVESTMENT_AMOUNT,LORI_GREINER_INVESTMENT_EQUITY,ROBERT_HERJAVEC_INVESTMENT_AMOUNT,ROBERT_HERJAVEC_INVESTMENT_EQUITY,DAYMOND_JOHN_INVESTMENT_AMOUNT,DAYMOND_JOHN_INVESTMENT_EQUITY,KEVIN_O_LEARY_INVESTMENT_AMOUNT,KEVIN_O_LEARY_INVESTMENT_EQUITY,GUEST_INVESTMENT_AMOUNT,GUEST_INVESTMENT_EQUITY,GUEST_NAME,BARBARA_CORCORAN_PRESENT,MARK_CUBAN_PRESENT,LORI_GREINER_PRESENT,ROBERT_HERJAVEC_PRESENT,DAYMOND_JOHN_PRESENT,KEVIN_O_LEARY_PRESENT,GUEST_PRESENT
1,AvaTheElephant,1,1,9-Aug-09,5-Feb-10,9-Aug-09,Health/Wellness,Ava The Elephant - Baby and Child Care,http://www.avatheelephant.com/,Female,,Atlanta,GA,Tiffany Krumins,0.0,4.15,50000.0,15.0,333333.0,1.0,50000.0,55.0,90909.0,1.0,50000.0,55.0,,,,,50000.0,55.0,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,MrTod'sPieFactory,1,2,9-Aug-09,5-Feb-10,9-Aug-09,Food and Beverage,Mr. Tod's Pie Factory - Specialty Food,http://whybake.com/,Male,,Somerset,NJ,Tod Wilson,0.0,4.15,460000.0,10.0,4600000.0,1.0,460000.0,50.0,920000.0,2.0,230000.0,25.0,,,,,230000.0,25.0,,,,,,,230000.0,25.0,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,Wispots,1,3,9-Aug-09,5-Feb-10,9-Aug-09,Business Services,Wispots - Consumer Services,http://www.wispots.com/,Male,,Cary,NC,Kevin Flannery,0.0,4.15,1200000.0,10.0,12000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,CollegeFoxesPackingBoxes,1,4,9-Aug-09,5-Feb-10,9-Aug-09,Lifestyle/Home,College Foxes Packing Boxes - Consumer Services,http://collegehunkshaulingjunk.com/,Male,,Tampa,FL,"Nick Friedman, Omar Soliman",0.0,4.15,250000.0,25.0,1000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,IonicEar,1,5,9-Aug-09,5-Feb-10,9-Aug-09,Technology/Software,Ionic Ear - Novelties,,Male,,St. Paul,MN,Darrin Johnson,0.0,4.15,1000000.0,15.0,6666667.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,APerfectPear,2,6,9-Aug-09,5-Feb-10,16-Aug-09,Food and Beverage,A Perfect Pear - Specialty Food,http://www.aperfectpear.com,Female,,Napa Valley,CA,Susan Knapp,0.0,5.59,500000.0,15.0,3333333.0,1.0,500000.0,50.0,1000000.0,2.0,250000.0,25.0,,,,,,,,,,,250000.0,25.0,,,250000.0,25.0,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,ClassroomJams,2,7,9-Aug-09,5-Feb-10,16-Aug-09,Children/Education,Classroom Jams - Education,http://www.attachnoted.com/,Male,,Chicago,IL,Mark Furigay,0.0,5.59,250000.0,10.0,2500000.0,1.0,250000.0,100.0,250000.0,5.0,50000.0,20.0,yes,,,,50000.0,20.0,50000.0,20.0,,,50000.0,20.0,50000.0,20.0,50000.0,20.0,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,Lifebelt,2,8,9-Aug-09,5-Feb-10,16-Aug-09,Automotive,Lifebelt - Automotive,,Male,,Las Vegas,NV,Robert Alison,0.0,5.59,500000.0,10.0,5000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,CrookedJaw,2,9,9-Aug-09,5-Feb-10,16-Aug-09,Fashion/Beauty,Crooked Jaw - Men and Women's Apparel,http://crookedjawfashions.com/,Male,,Hollywood,CA,Craig French,0.0,5.59,200000.0,20.0,1000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,StickyNoteHolder,2,10,9-Aug-09,5-Feb-10,16-Aug-09,Lifestyle/Home,Sticky Note Holder - Productivity Tools,,Female,,Gardena,CA,Mary Ellen Simonson,0.0,5.59,100000.0,20.0,500000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,TurboBaster,3,11,9-Aug-09,5-Feb-10,23-Aug-09,Food and Beverage,TurboBaster - Kitchen Tools,,Female,,San Francisco,CA,Marian Cruz,0.0,5.45,35000.0,35.0,100000.0,1.0,35000.0,100.0,35000.0,1.0,35000.0,100.0,yes,,,,,,,,,,,,,,,,35000.0,100.0,Kevin Harrington,1.0,0.0,0.0,1.0,1.0,1.0,
1,StressFreeKids,3,12,9-Aug-09,5-Feb-10,23-Aug-09,Children/Education,Stress Free Kids - Baby and Child Care,http://www.stressfreekids.com,Female,,Marietta,GA,Lori Lite,0.0,5.45,250000.0,20.0,1250000.0,1.0,250000.0,50.0,500000.0,1.0,250000.0,50.0,,,,,250000.0,50.0,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,KwyztaChopstickArt,3,13,9-Aug-09,5-Feb-10,23-Aug-09,Children/Education,Kwyzta Chopstick Art - Kitchen Tools,http://www.chopstickart.com/,Male,,Eugene,OR,Brian Parks,0.0,5.45,100000.0,10.0,1000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,50StateCapitalsin50Minutes,3,14,9-Aug-09,5-Feb-10,23-Aug-09,Children/Education,50 State Capitals in 50 Minutes - Education,http://www.amazon.com/50-State-Capitals-Fun-Minutes/dp/0967970822,Male,,Dallas,TX,Ken Bradford,0.0,5.45,155000.0,10.0,1550000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,VoyageAirGuitar,3,15,9-Aug-09,5-Feb-10,23-Aug-09,Media/Entertainment,Voyage Air Guitar - Music,http://www.voyageairguitar.com/,Male,,Livermore,CA,Jeff and Josh Cohen,1.0,5.45,500000.0,5.0,10000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,GiftCardRescue,4,16,9-Aug-09,5-Feb-10,30-Aug-09,Technology/Software,Gift Card Rescue - Online Services,http://www.giftcardrescue.com,Male,,Columbia,MD,Kwami Kuadey,0.0,4.89,150000.0,30.0,500000.0,1.0,200000.0,50.0,400000.0,2.0,100000.0,25.0,,,,,,,,,,,100000.0,25.0,,,100000.0,25.0,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,Coverplay,4,17,9-Aug-09,5-Feb-10,30-Aug-09,Children/Education,Coverplay - Baby and Child Care,http://www.coverplayard.com/,Female,,Los Angeles,CA,Amy Feldman and Allison Costa,1.0,4.89,350000.0,15.0,2333333.0,1.0,35000.0,40.0,87500.0,1.0,35000.0,40.0,,,,,35000.0,40.0,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,GraffitiRemovalServices,4,18,9-Aug-09,5-Feb-10,30-Aug-09,Business Services,Graffiti Removal Services - Professional Services,http://removegraffiti.net/,Male,,Portland,OR,Paul Watts,0.0,4.89,350000.0,15.0,2333333.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,SoulsCalling,4,19,9-Aug-09,5-Feb-10,30-Aug-09,Fashion/Beauty,"Soul's Calling, Inc. - Women's Accessories",,Female,,Dallas,TX,Gina Catroneo,0.0,4.89,150000.0,25.0,600000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,CoffeeBrandGifts,4,20,9-Aug-09,5-Feb-10,30-Aug-09,Food and Beverage,Coffee Brand Gifts - Novelties,,Male,,Dayton,OH,Dan Claffey,0.0,4.89,300000.0,40.0,750000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,MyTherapyJournal,5,21,9-Aug-09,5-Feb-10,6-Sep-09,Health/Wellness,My Therapy Journal - Online Services,http://www.mytherapyjournal.com,Male,,Miami,FL,Rodolfo and Alexis Saccoman,1.0,3.35,80000.0,20.0,400000.0,1.0,80000.0,51.0,156863.0,2.0,40000.0,25.5,,,,,,,,,,,40000.0,25.5,,,40000.0,25.5,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,BodyJac,5,22,9-Aug-09,5-Feb-10,6-Sep-09,Fitness/Sports/Outdoors,Body Jac - Fitness Equipment,,Male,,Ames,IA,Cactus Jack,0.0,3.35,180000.0,20.0,900000.0,1.0,180000.0,50.0,360000.0,1.0,180000.0,50.0,,,,,180000.0,50.0,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,GoodGriefCelebrations,5,23,9-Aug-09,5-Feb-10,6-Sep-09,Business Services,Good Grief Celebrations - Consumer Services,,Female,,Philadelphia,PA,Rikki Farrar,0.0,3.35,50000.0,25.0,200000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,GranolaGourmet,5,24,9-Aug-09,5-Feb-10,6-Sep-09,Food and Beverage,Granola Gourmet - Specialty Food,http://www.granolagourmet.com/,Male,,Los Angeles,CA,Jeff Cohen,0.0,3.35,175000.0,25.0,700000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,FaceBlok,5,25,9-Aug-09,5-Feb-10,6-Sep-09,Health/Wellness,Face Blok - Novelties,,Female,,San Francisco,CA,Irena Blok,0.0,3.35,50000.0,30.0,166667.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,PorkBarrelBBQSauce,6,26,9-Aug-09,5-Feb-10,13-Sep-09,Food and Beverage,Pork Barrel BBQ Sauce - Specialty Food,http://porkbarrelbbq.com/,Male,,Alexandria,VA,Heath Hall and Brett Thompson,1.0,4.2,50000.0,10.0,500000.0,1.0,50000.0,50.0,100000.0,1.0,50000.0,50.0,,,,,50000.0,50.0,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,ElementBars,6,27,9-Aug-09,5-Feb-10,13-Sep-09,Fitness/Sports/Outdoors,Element Bars - Specialty Food,http://www.elementbars.com/,Male,,Chicago,IL,Jonathan Miller,0.0,4.2,150000.0,15.0,1000000.0,1.0,150000.0,30.0,500000.0,1.0,150000.0,30.0,yes,,,,,,,,,,,,,,,,150000.0,30.0,Kevin Harrington,1.0,0.0,0.0,1.0,1.0,1.0,
1,UndereaseUnderwear,6,28,9-Aug-09,5-Feb-10,13-Sep-09,Fashion/Beauty,Underease Underwear - Undergarments and Basics,,Mixed Team,,Pueblo,CO,Buck and Arlene Weimer,1.0,4.2,55000.0,25.0,220000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,KalyxTechnologies,6,29,9-Aug-09,5-Feb-10,13-Sep-09,Fashion/Beauty,Kalyx Technologies - Undergarments and Basics,http://www.activewearusa.com/store/pc/Kalyx-Sport-Bras-c824.htm,Female,,Charlotte,NC,Kimberly Cayce,0.0,4.2,125000.0,20.0,625000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,TheFizz,6,30,9-Aug-09,5-Feb-10,13-Sep-09,Food and Beverage,The Fizz - Non-Alcoholic Beverages,http://www.icecreamfizz.com/,Male,,Manhattan,CA,David Chodosh,0.0,4.2,150000.0,25.0,600000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,Soy-Yer-Dough,7,31,9-Aug-09,5-Feb-10,29-Sep-09,Food and Beverage,Soy-Yer-Dough - Toys and Games,http://www.soy-yer.com/,Male,,Bloomfield,IN,Sawyer Sparks,0.0,4.75,125000.0,25.0,500000.0,1.0,300000.0,51.0,588235.0,3.0,100000.0,17.0,,,,,,,,,,,100000.0,17.0,100000.0,17.0,100000.0,17.0,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,GrillCharmsSet,7,32,9-Aug-09,5-Feb-10,29-Sep-09,Fashion/Beauty,Grill Charms Set - Kitchen Tools,http://www.grillcharms.com,Female,,Charleston,SC,Leslie Haywood,0.0,4.75,50000.0,25.0,200000.0,1.0,50000.0,20.0,250000.0,1.0,50000.0,20.0,,,,,,,,,,,50000.0,20.0,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,BoogieBoxFitness,7,33,9-Aug-09,5-Feb-10,29-Sep-09,Fitness/Sports/Outdoors,Boogie Box Fitness - Fitness Programs,,Female,,Ladera Ranch,CA,Dedelle Parra (now Dede Barbanti) and Kathy Lamm,1.0,4.75,700000.0,70.0,1000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,TheFunhouseProject,7,34,9-Aug-09,5-Feb-10,29-Sep-09,Media/Entertainment,The Fun house Project - Entertainment,,Male,,New York,NY,Todd Robbins and David Adamovich,1.0,4.75,300000.0,20.0,1500000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,TreasureChestPets,8,35,9-Aug-09,5-Feb-10,6-Oct-09,Pet Products,Treasure Chest Pets - Toys and Games,,Female,,San Jose,CA,Lisa Lloyd,0.0,5.15,150000.0,20.0,750000.0,1.0,100000.0,60.0,166667.0,2.0,50000.0,30.0,,,,,50000.0,30.0,,,,,,,50000.0,30.0,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,Notehall,8,36,9-Aug-09,5-Feb-10,6-Oct-09,Technology/Software,Notehall - Online Services,http://www.notehall.com,Male,,San Francisco,CA,D.J. Stephan and Sean Conway,1.0,5.15,90000.0,10.0,900000.0,1.0,90000.0,25.0,360000.0,1.0,90000.0,25.0,,,,,90000.0,25.0,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,Throx,8,37,9-Aug-09,5-Feb-10,6-Oct-09,Fashion/Beauty,Throx - Undergarments and Basics,http://www.throx.com,Male,,San Francisco,CA,Edwin Heaven,0.0,5.15,50000.0,25.0,200000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,WashedUpHollywood,8,38,9-Aug-09,5-Feb-10,6-Oct-09,Fashion/Beauty,Washed Up Hollywood - Fashion Accessories,,Male,,Huntington Beach,CA,Danon Beres,0.0,5.15,500000.0,25.0,2000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,GaylaBentleyFashion,9,39,9-Aug-09,5-Feb-10,13-Oct-09,Fashion/Beauty,Gayla Bentley Fashion - Women's Apparel,http://www.gaylabentley.com/,Female,,Houston,TX,Gayla Bentley,0.0,5.24,250000.0,20.0,1250000.0,1.0,250000.0,50.0,500000.0,2.0,125000.0,25.0,,,,,125000.0,25.0,,,,,,,125000.0,25.0,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,ChillSoda,9,40,9-Aug-09,5-Feb-10,13-Oct-09,Food and Beverage,Chill Soda - Non-Alcoholic Beverages,http://www.chillsoda.com/,Male,,Sausalito,CA,Dan Mackey,0.0,5.24,50000.0,10.0,500000.0,1.0,50000.0,20.0,250000.0,1.0,50000.0,20.0,,,,,50000.0,20.0,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,CornucopiaExpress,9,41,9-Aug-09,5-Feb-10,13-Oct-09,Pet Products,Cornucopia Express - Pet Products,http://www.cornucopiapetfoods.com/,Male,,Huntington,NY,Geoffrey Broderick and Kristina Broderick,1.0,5.24,300000.0,15.0,2000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,VirtuSphere,9,42,9-Aug-09,5-Feb-10,13-Oct-09,Electronics,Virtusphere - Electronics,http://www.virtusphere.com/,Male,,Binghampton,NY,Ray Latypov and Jim Dimascio,1.0,5.24,1500000.0,10.0,15000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,TheUROClub,10,43,9-Aug-09,5-Feb-10,20-Oct-09,Fitness/Sports/Outdoors,The UROClub - Golf Products,http://www.uroclub.com/,Male,,Miami,FL,Floyd Seskin,0.0,5.92,25000.0,51.0,49020.0,1.0,25000.0,70.0,35714.0,1.0,25000.0,70.0,,,,,,,,,,,,,,,,,25000.0,70.0,Kevin Harrington,1.0,0.0,0.0,1.0,1.0,1.0,
1,JumpForward,10,44,9-Aug-09,5-Feb-10,20-Oct-09,Children/Education,Jump Forward - Online Services,http://www.jumpforward.com/,Male,,Chicago,IL,Brian Duggan and Adam McCombs,1.0,5.92,150000.0,10.0,1500000.0,1.0,600000.0,50.0,1200000.0,2.0,300000.0,25.0,,,,,,,,,,,300000.0,25.0,,,300000.0,25.0,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,TheBobblePlace,10,45,9-Aug-09,5-Feb-10,20-Oct-09,Children/Education,The Bobble Place - Toys and Games,http://www.webobble.com/,Male,,Tampa,FL,Jeff Wolsky,0.0,5.92,75000.0,18.0,416667.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,MrPoncho,10,46,9-Aug-09,5-Feb-10,20-Oct-09,Electronics,Mr. Poncho - Electronics,,Mixed Team,,New York,NY,Sandy Hyun and Roman Pietrs,1.0,5.92,50000.0,25.0,200000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,HellsBellsHelmets,11,47,9-Aug-09,5-Feb-10,8-Jan-10,Fitness/Sports/Outdoors,Hells Bells Helmets - Outdoor Recreation,http://www.hellsbellscustoms.com/,Mixed Team,,Philadelphia,PA,Marix Stone and Nancy Tanchel,1.0,3.94,500000.0,20.0,2500000.0,1.0,500000.0,50.0,1000000.0,1.0,500000.0,50.0,,,,,,,,,,,,,500000.0,50.0,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,ChefInBlack,11,48,9-Aug-09,5-Feb-10,8-Jan-10,Food and Beverage,Chef In Black - Specialty Food,http://chefinblack.com/,Female,,Folsom,CA,Dorene Humason,0.0,3.94,50000.0,10.0,500000.0,1.0,50000.0,40.0,125000.0,1.0,50000.0,40.0,,,,,50000.0,40.0,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,InkFlip,11,49,9-Aug-09,5-Feb-10,8-Jan-10,Electronics,Ink Flip - Electronics,http://www.inkflip.com/,Male,,Franklin,TN,Andy Sperry,0.0,3.94,150000.0,20.0,750000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,RompN'Roll,11,50,9-Aug-09,5-Feb-10,8-Jan-10,Children/Education,Romp n' Roll - Baby and Children's Entertainment,http://www.rompnroll.com/,Mixed Team,,Blacksburg,VA,Michael and Babz Barnett,1.0,3.94,300000.0,10.0,3000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,TheTwister,11,51,9-Aug-09,5-Feb-10,8-Jan-10,Fitness/Sports/Outdoors,The Twister - Golf Products,,Male,,Lovejoy,GA,"Alfonzo Dowe, Sr.",0.0,3.94,85000.0,40.0,212500.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,GreaseMonkeyWipes,12,52,9-Aug-09,5-Feb-10,15-Jan-10,Lifestyle/Home,Grease Monkey Wipes - Outdoor Recreation,http://www.greasemonkeywipes.com/,Mixed Team,,Austin,TX,Tim Stansbury and Erin Whalen,1.0,4.43,40000.0,40.0,100000.0,1.0,40000.0,40.0,100000.0,2.0,20000.0,20.0,,,,,20000.0,20.0,,,,,20000.0,20.0,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,WeeCanShop,12,53,9-Aug-09,5-Feb-10,15-Jan-10,Children/Education,Wee Can Shop - Baby and Children's Entertainment,,Mixed Team,,Hawthorne,NJ,Kimberly and Matthew Foley,1.0,4.43,200000.0,30.0,666667.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,Podillow,12,54,9-Aug-09,5-Feb-10,15-Jan-10,Lifestyle/Home,The Podillow - Novelties,http://www.podillow.com/,Mixed Team,,Santee,CA,Anthony and Tina Calvert,1.0,4.43,250000.0,33.0,757576.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,TheFactionist,12,55,9-Aug-09,5-Feb-10,15-Jan-10,Fashion/Beauty,The Factionist - Men and Women's Apparel,,Male,,New York,NY,Nate Berkopec,0.0,4.43,30000.0,20.0,150000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,Caffeindicator,13,56,9-Aug-09,5-Feb-10,29-Jan-10,Food and Beverage,Caffeindicator - Novelties,http://www.llamabrew.com/,Male,Middle,Mt. Joy,PA,Michael Schiavone,0.0,4.4,200000.0,25.0,800000.0,1.0,200000.0,50.0,400000.0,1.0,200000.0,50.0,,,,,,,,,,,,,,,,,200000.0,50.0,Kevin Harrington,1.0,0.0,0.0,1.0,1.0,1.0,
1,LipstickRemix,13,57,9-Aug-09,5-Feb-10,29-Jan-10,Fashion/Beauty,Lipstick Remix - Personal Care and Cosmetics,http://www.lipstixremix.com/,Female,,Knoxville,TN,Jill Quilln,0.0,4.4,105000.0,30.0,350000.0,1.0,105000.0,50.0,210000.0,2.0,52500.0,25.0,,,,,52500.0,25.0,,,,,,,52500.0,25.0,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,LegalGrind,13,58,9-Aug-09,5-Feb-10,29-Jan-10,Business Services,Legal Grind - Professional Services,http://www.legalgrind.com/,Mixed Team,,Santa Monica,CA,Jeff and Annie Hughes,1.0,4.4,200000.0,15.0,1333333.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,CaptainIceCream,13,59,9-Aug-09,5-Feb-10,29-Jan-10,Food and Beverage,Captain Ice Cream - Specialty Food,,Male,,Monrovia,CA,Tim Gavern,0.0,4.4,48000.0,25.0,192000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,Nubrella,14,60,9-Aug-09,5-Feb-10,5-Feb-10,Fashion/Beauty,Nubrella - Novelties,http://nubrella.com/,Male,,Boston,MA,Alan Kaufman,0.0,4.65,200000.0,25.0,800000.0,1.0,200000.0,51.0,392157.0,1.0,200000.0,51.0,,,,,,,,,,,,,200000.0,51.0,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,Qubits,14,61,9-Aug-09,5-Feb-10,5-Feb-10,Children/Education,Qubits - Toys and Games,http://www.qubitstoy.com/,Male,,Orlando,FL,Mark Burginger,0.0,4.65,90000.0,51.0,176471.0,1.0,90000.0,51.0,176471.0,1.0,90000.0,51.0,,,,,,,,,,,,,90000.0,51.0,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,SendABall,14,62,9-Aug-09,5-Feb-10,5-Feb-10,Children/Education,Send A Ball - Novelties,http://www.sendaball.com/,Female,,Chicago,IL,Michele Kapustka and Melisa Moroko,1.0,4.65,86000.0,20.0,430000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,PillarsOfSlippers,14,63,9-Aug-09,5-Feb-10,5-Feb-10,Fashion/Beauty,Pillars of Slippers - Women's Shoes,,Female,,Chicago,IL,Nicole Jones,0.0,4.65,150000.0,15.0,1000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
1,LlamaBrew,14,64,9-Aug-09,5-Feb-10,5-Feb-10,Green/CleanTech,Llama Brew - Gardening,,Mixed Team,,La Habra,CA,Aida and Phil Lough,1.0,4.65,125000.0,10.0,1250000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,
2,WurkinStiffs,1,65,20-Mar-11,13-May-11,20-Mar-11,Fashion/Beauty,Wurkin Stiffs - Men's Accessories,http://wurkinstiffs.com/,Male,,Sarasota,FL,Jonathan Boos,0.0,6.13,85000.0,10.0,850000.0,1.0,100000.0,40.0,250000.0,2.0,50000.0,20.0,,,,,50000.0,20.0,,,,,,,50000.0,20.0,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,
2,TippiToes,1,66,20-Mar-11,13-May-11,20-Mar-11,Fitness/Sports/Outdoors,Tippi Toes - Baby and Children's Entertainment,http://www.tippitoesdance.com/,Female,,Corpus Christi,TX,Megan Reilly and Sarah Nuse,1.0,6.13,30000.0,5.0,600000.0,1.0,100000.0,30.0,333333.0,2.0,50000.0,15.0,,,,,50000.0,15.0,50000.0,15.0,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,
2,CBSFoods,1,67,20-Mar-11,13-May-11,20-Mar-11,Food and Beverage,CBS Foods - Specialty Food,,Male,,Nashville,TN,Shawn Davis,0.0,6.13,200000.0,25.0,800000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,
2,CopadiVino,1,68,20-Mar-11,13-May-11,20-Mar-11,Food and Beverage,Copa di Vino - Alcoholic Beverages,http://www.copadivino.com/,Male,,The Dalles,OR,James Martin,0.0,6.13,300000.0,5.0,6000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,
2,Toygaroo,2,69,20-Mar-11,13-May-11,25-Mar-11,Children/Education,Toygaroo - Toys and Games,,Female,,Los Angeles,CA,Nikki Pope,0.0,4.65,100000.0,10.0,1000000.0,1.0,200000.0,35.0,571429.0,2.0,100000.0,17.5,,,,,,,100000.0,17.5,,,,,,,100000.0,17.5,,,,1.0,1.0,0.0,1.0,1.0,1.0,
