SEASON_NUMBER,STARTUP_NAME,EPISODE_NUMBER,PITCH_NUMBER,SEASON_START,SEASON_END,ORIGINAL_AIR_DATE,INDUSTRY,BUSINESS_DESCRIPTION,COMPANY_WEBSITE,PITCHERS_GENDER,PITCHERS_AVERAGE_AGE,PITCHERS_CITY,PITCHERS_STATE,ENTREPRENEUR_NAMES,MULTIPLE_ENTREPRENEURS,US_VIEWERSHIP,ORIGINAL_ASK_AMOUNT,ORIGINAL_OFFERED_EQUITY,VALUATION_REQUESTED,GOT_DEAL,TOTAL_DEAL_AMOUNT,TOTAL_DEAL_EQUITY,DEAL_VALUATION,NUMBER_OF_SHARKS_IN_DEAL,INVESTMENT_AMOUNT_PER_SHARK,EQUITY_PER_SHARK,ROYALTY_DEAL,ADVISORY_SHARES_EQUITY,LOAN,DEAL_HAS_CONDITIONS,BARBARA_CORCORAN_INVESTMENT_AMOUNT,BARBARA_CORCORAN_INVESTMENT_EQUITY,MARK_CUBAN_INVESTMENT_AMOUNT,MARK_CUBAN_INVESTMENT_EQUITY,LORI_GREINER_INVESTMENT_AMOUNT,LORI_GREINER_INVESTMENT_EQUITY,ROBERT_HERJAVEC_INVESTMENT_AMOUNT,ROBERT_HERJAVEC_INVESTMENT_EQUITY,DAYMOND_JOHN_INVESTMENT_AMOUNT,DAYMOND_JOHN_INVESTMENT_EQUITY,KEVIN_O_LEARY_INVESTMENT_AMOUNT,KEVIN_O_LEARY_INVESTMENT_EQUITY,GUEST_INVESTMENT_AMOUNT,GUEST_INVESTMENT_EQUITY,GUEST_NAME,BARBARA_CORCORAN_PRESENT,MARK_CUBAN_PRESENT,LORI_GREINER_PRESENT,ROBERT_HERJAVEC_PRESENT,DAYMOND_JOHN_PRESENT,KEVIN_O_LEARY_PRESENT,GUEST_PRESENT
5,VelocitySigns,23,352,20-Sep-13,16-May-14,10-Apr-14,Business Services,Velocity Signs - Novelties,,Male,,Sacramento,CA,Scott Adams and Josh Faherty,1.0,6.85,225000.0,15.0,1500000.0,1.0,225000.0,30.0,750000.0,3.0,75000.0,10.0,,,,,,,75000.0,10.0,,,75000.0,10.0,,,75000.0,10.0,,,,1.0,1.0,1.0,1.0,0.0,1.0,
5,HappyFeet,23,353,20-Sep-13,16-May-14,10-Apr-14,Fashion/Beauty,Happy Feet - Novelties,http://www.buyhappyfeet.com,Male,,Louisville,KY,Pat Yates,0.0,6.85,375000.0,15.0,2500000.0,1.0,375000.0,25.0,1500000.0,1.0,375000.0,25.0,,,,,,,,,,,375000.0,25.0,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,
5,HoldYourHaunches,23,354,20-Sep-13,16-May-14,10-Apr-14,Fashion/Beauty,Hold Your Haunches - Undergarments and Basics,http://holdyourhaunches.com,Female,,Macon,GA,Erin Bickley and Jenny Greer,1.0,6.85,75000.0,20.0,375000.0,1.0,100000.0,40.0,250000.0,2.0,50000.0,20.0,,,,,50000.0,20.0,,,50000.0,20.0,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,
5,LordNutLevington,23,355,20-Sep-13,16-May-14,10-Apr-14,Food and Beverage,Lord Nut Levington - Specialty Food,http://www.whoislordnut.com or http://www.lordnut.com,Male,,Dallas,TX,,0.0,6.85,500000.0,30.0,1666667.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,
5,FunTimeExpress,24,356,20-Sep-13,16-May-14,11-Apr-14,Children/Education,Fun Time Express - Baby and Children's Entertainment,http://funtimeexpress.com,Male,,Chicago,IL,Stan Krozel and Kevin Ullery,1.0,6.95,125000.0,20.0,625000.0,1.0,125000.0,20.0,625000.0,2.0,62500.0,10.0,,,,,,,,,62500.0,10.0,,,,,62500.0,10.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,
5,PowerPot,24,357,20-Sep-13,16-May-14,11-Apr-14,Food and Beverage,PowerPot - Outdoor Recreation,http://www.powerpractical.com,Male,,Salt Lake City,UT,,0.0,6.95,250000.0,10.0,2500000.0,1.0,250000.0,12.0,2083333.0,1.0,250000.0,12.0,,,,,,,250000.0,12.0,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,
5,QuickstopFireSprinklerTools,24,358,20-Sep-13,16-May-14,11-Apr-14,Lifestyle/Home,Quickstop Fire Sprinkler Tools - Productivity Tools,http://www.quickstoptool.com,Male,,San Diego,CA,,0.0,6.95,150000.0,10.0,1500000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,
5,TaylorRobinsonMusic,24,359,20-Sep-13,16-May-14,11-Apr-14,Technology/Software,Taylor Robinson Music - Online Services,http://www.taylorrobinsonmusic.com,Male,,Dallas,TX,Taylor Robinson,0.0,6.95,100000.0,10.0,1000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,
5,ZooBean,25,360,20-Sep-13,16-May-14,18-Apr-14,Children/Education,ZooBean - Baby and Children's Entertainment,https://www.zoobean.com,Mixed Team,,Washington,DC,,1.0,6.77,250000.0,15.0,1666667.0,1.0,250000.0,30.0,833333.0,1.0,250000.0,30.0,,,,,,,250000.0,30.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,
5,iLumi,25,361,20-Sep-13,16-May-14,18-Apr-14,Electronics,iLumi - Electronics LED smart light bulbs,http://www.ilumi.co,Male,,Plano,TX,Swapnil Bora and Corey Egan,1.0,6.77,350000.0,15.0,2333333.0,1.0,350000.0,25.0,1400000.0,1.0,350000.0,25.0,,,,,,,350000.0,25.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,
5,FortMagic,25,362,20-Sep-13,16-May-14,18-Apr-14,Children/Education,Fort Magic - Toys and Games,http://fortmagic.com,Female,,Sarasota,FL,Erika Pope,0.0,6.77,75000.0,15.0,500000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,
5,Intelli-StopperTechnology,25,363,20-Sep-13,16-May-14,18-Apr-14,Food and Beverage,Intelli-Stopper Technology - Wine Accessories,,Male,,Las Vegas,NV,Chase Hoyt,0.0,6.77,250000.0,10.0,2500000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,
5,RuggedManiac,26,364,20-Sep-13,16-May-14,25-Apr-14,Fitness/Sports/Outdoors,Rugged Maniac - Entertainment,http://www.ruggedmaniac.com,Male,,Boston,MA,Rob Dickens and Brad Scudder,1.0,7.11,1000000.0,10.0,10000000.0,1.0,1750000.0,25.0,7000000.0,1.0,1750000.0,25.0,,,,,,,1750000.0,25.0,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,
5,CerebralSuccess,26,365,20-Sep-13,16-May-14,25-Apr-14,Health/Wellness,Cerebral Success - Homeopathic Remedies,http://cerebralsuccess.com,Male,,Provo,UT,,0.0,7.11,75000.0,20.0,375000.0,1.0,75000.0,40.0,187500.0,1.0,75000.0,40.0,,,,,75000.0,40.0,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,
5,Mo'sBows,26,366,20-Sep-13,16-May-14,25-Apr-14,Fashion/Beauty,Mo's Bows - Men's Accessories,http://mosbowsmemphis.com,Male,,Memphis,TN,Moziah Bridges,0.0,7.11,50000.0,20.0,250000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,
5,Crio,26,367,20-Sep-13,16-May-14,25-Apr-14,Food and Beverage,Crio - Specialty Food,http://www.criobru.com,Male,,Lindon,UT,Eric Durtschi,0.0,7.11,1000000.0,10.0,10000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,
5,Angellift,27,368,20-Sep-13,16-May-14,2-May-14,Fashion/Beauty,Angellift - Personal Care and Cosmetics,http://www.angellift.com,Male,,San Diego,CA,,0.0,8.33,500000.0,10.0,5000000.0,1.0,500000.0,15.0,3333333.0,1.0,500000.0,15.0,,,,,,,,,500000.0,15.0,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,
5,HangEase,27,369,20-Sep-13,16-May-14,2-May-14,Lifestyle/Home,HangEase - Storage and Cleaning Products,http://www.hangease.com,Male,,Plano,TX,Ryan Landis,0.0,8.33,80000.0,30.0,266667.0,1.0,80000.0,30.0,266667.0,2.0,40000.0,15.0,,,,,,,40000.0,15.0,40000.0,15.0,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,
5,TheBouqsCompany,27,370,20-Sep-13,16-May-14,2-May-14,Lifestyle/Home,The Bouqs Company - Consumer Services,https://www.thebouqs.com,Male,,Venice,CA,,0.0,8.33,258000.0,3.0,8600000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,
5,SustyParty,27,371,20-Sep-13,16-May-14,2-May-14,Lifestyle/Home,Susty Party - Party Supplies,http://www.sustyparty.com,Female,,Brooklyn,NY,,0.0,8.33,250000.0,10.0,2500000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,
5,OruKayak,28,372,20-Sep-13,16-May-14,9-May-14,Fitness/Sports/Outdoors,Oru Kayak - Outdoor Recreation,http://www.orukayak.com,Male,,San Francisco,CA,Anton Willis,0.0,7.4,500000.0,12.0,4166667.0,1.0,500000.0,25.0,2000000.0,1.0,500000.0,25.0,,,,,,,,,,,500000.0,25.0,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,
5,BonAffair,28,373,20-Sep-13,16-May-14,9-May-14,Food and Beverage,Bon Affair - Alcoholic Beverages,http://www.bonaffair.com,Female,,Solana Beach,CA,Jayla Siciliano,0.0,7.4,150000.0,35.0,428571.0,1.0,150000.0,35.0,428571.0,1.0,150000.0,35.0,,,,,,,150000.0,35.0,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,
5,Cinnaholic,28,374,20-Sep-13,16-May-14,9-May-14,Food and Beverage,Cinnaholic - Specialty Food,http://www.cinnaholic.com,Mixed Team,,Berkeley,CA,Shannon Michelle Radke and Florian Radke,1.0,7.4,200000.0,20.0,1000000.0,1.0,200000.0,40.0,500000.0,1.0,200000.0,40.0,,,,,,,,,,,200000.0,40.0,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,
5,HargittMarineServices,28,375,20-Sep-13,16-May-14,9-May-14,Fitness/Sports/Outdoors,Hargitt Marine Services - Professional Services,,Male,,Anacortes,WA,,0.0,7.4,250000.0,25.0,1000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,
5,FootFairy,29,376,20-Sep-13,16-May-14,16-May-14,Technology/Software,Foot Fairy - Online Services,http://www.footfairy.com,Female,,Los Angeles,CA,Sylvie Shapiro and Nicole Brooks,1.0,6.74,75000.0,15.0,500000.0,1.0,100000.0,40.0,250000.0,1.0,100000.0,40.0,,,,,,,100000.0,40.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,
5,BZbox,29,377,20-Sep-13,16-May-14,16-May-14,Lifestyle/Home,BZbox - Productivity Tools,http://thebzbox.com,Female,,Chicago,IL,Kaeya Majmundar,0.0,6.74,50000.0,20.0,250000.0,1.0,50000.0,40.0,125000.0,1.0,50000.0,40.0,,,,,,,,,50000.0,40.0,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,
5,Tie-Not,29,378,20-Sep-13,16-May-14,16-May-14,Children/Education,Tie-Not - Toys and Games,https://www.tie-not.com,Male,,Aurora,IL,,0.0,6.74,125000.0,10.0,1250000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,
5,Baker'sEdge,29,379,20-Sep-13,16-May-14,16-May-14,Food and Beverage,Baker's Edge - Kitchen Tools,http://www.bakersedge.com,Mixed Team,,Carmel,IN,Matthew and Emily Griffin,1.0,6.74,400000.0,20.0,2000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,
6,SleepingBaby,1,380,26-Sep-14,15-May-15,26-Sep-14,Children/Education,Sleeping Baby - Baby and Child Care,http://www.sleepingbaby.com,Mixed Team,,Fort Worth,TX,,1.0,7.45,200000.0,10.0,2000000.0,1.0,200000.0,20.0,1000000.0,1.0,200000.0,20.0,,,,,,,,,,,,,200000.0,20.0,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,
6,Bombas,1,381,26-Sep-14,15-May-15,26-Sep-14,Fashion/Beauty,Bombas - Undergarments and Basics,http://www.bombas.com,Male,,New York,NY,,0.0,7.45,200000.0,5.0,4000000.0,1.0,200000.0,17.5,1142857.0,1.0,200000.0,17.5,,,,,,,,,,,,,200000.0,17.5,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,
6,Hammer&Nails,1,382,26-Sep-14,15-May-15,26-Sep-14,Fashion/Beauty,Hammer & Nails - Personal Care and Cosmetics,http://www.hammerandnails-salon.com,Male,,Los Angeles,CA,,0.0,7.45,200000.0,20.0,1000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,
6,Amber,1,383,26-Sep-14,15-May-15,26-Sep-14,Electronics,Amber - Electronics,http://www.theamber.co,Male,,Washington,DC,,0.0,7.45,200000.0,20.0,1000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,
6,Kronos,2,384,26-Sep-14,15-May-15,26-Sep-14,Fitness/Sports/Outdoors,Kronos - Golf Products,http://www.kronosgolf.com,Male,,San Diego,CA,,0.0,7.45,150000.0,15.0,1000000.0,1.0,150000.0,30.0,500000.0,1.0,150000.0,30.0,,,,,,,,,,,150000.0,30.0,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,
6,Roominate,2,385,26-Sep-14,15-May-15,26-Sep-14,Children/Education,Roominate - Toys and Games,http://www.roominatetoy.com,Female,,Palo Alto,CA,,0.0,7.45,500000.0,5.0,10000000.0,1.0,500000.0,5.0,10000000.0,2.0,250000.0,2.5,,,,,,,250000.0,2.5,250000.0,2.5,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,
6,TheFloatingMugCo.,2,386,26-Sep-14,15-May-15,26-Sep-14,Lifestyle/Home,The Floating Mug Co. - Novelties,http://www.floatingmug.com,Male,,Charlotte,NC,,0.0,7.45,75000.0,15.0,500000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,
6,WeddingWagon,2,387,26-Sep-14,15-May-15,26-Sep-14,Lifestyle/Home,Wedding Wagon - Weddings,http://www.weddingwagon.com,Male,,Las Vegas,NV,,0.0,7.45,125000.0,20.0,625000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,
6,HeartPup,3,388,26-Sep-14,15-May-15,3-Oct-14,Pet Products,Heart Pup - Pet Products,http://www.heartpup.com/,Female,,Los Angeles,CA,Anastasia Heart,0.0,7.29,25000.0,10.0,250000.0,1.0,50000.0,40.0,125000.0,1.0,50000.0,40.0,,,,,,,,,,,,,50000.0,40.0,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,
6,SoapSox,3,389,26-Sep-14,15-May-15,3-Oct-14,Children/Education,SoapSox - Baby and Child Care,http://www.soapsoxkids.com/,Male,,Los Angeles,CA,Ray Philips and Alvin Uy,1.0,7.29,260000.0,10.0,2600000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,
6,NinjaCards,3,390,26-Sep-14,15-May-15,3-Oct-14,Children/Education,Ninja Cards - Toys and Games,http://www.ninjacards.com/,Male,,Chicago,IL,,0.0,7.29,60000.0,30.0,200000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,
6,DrumPants,3,391,26-Sep-14,15-May-15,3-Oct-14,Fashion/Beauty,DrumPants - Music,https://legacy.trycelery.com/shop/drumpants,Mixed Team,,San Francisco,CA,,1.0,7.29,150000.0,5.0,3000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,
6,PaperBoxPilots,4,392,26-Sep-14,15-May-15,10-Oct-14,Children/Education,Paper Box Pilots - Toys and Games,http://www.paperboxpilots.com,Male,,Roy,UT,,0.0,7.34,35000.0,25.0,140000.0,1.0,35000.0,50.0,70000.0,1.0,35000.0,50.0,,,,,,,,,,,35000.0,50.0,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,
6,Reviver,4,393,26-Sep-14,15-May-15,10-Oct-14,Lifestyle/Home,Reviver - Personal Care and Cosmetics,http://www.reviver.com,Male,,Dallas,TX,Ben and Eric Kusin,1.0,7.34,150000.0,5.0,3000000.0,1.0,150000.0,15.0,1000000.0,1.0,150000.0,15.0,,,,,,,,,150000.0,15.0,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,
6,FunCakesRental,4,394,26-Sep-14,15-May-15,10-Oct-14,Food and Beverage,FunCakes Rental - Weddings,http://www.cakerental.com,Female,,Grandville,MI,,0.0,7.34,285000.0,25.0,1140000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,
6,TableJacks,4,395,26-Sep-14,15-May-15,10-Oct-14,Lifestyle/Home,Table Jacks - Novelties,http://www.tablejacks.com,Male,,Houston,TX,,0.0,7.34,100000.0,25.0,400000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,
6,TheRedDressBoutique,5,396,26-Sep-14,15-May-15,17-Oct-14,Fashion/Beauty,The Red Dress Boutique - Women's Apparel,http://thereddressboutique.com/,Mixed Team,,Athens,GA,Josh and Diana Harbour,1.0,7.32,600000.0,5.0,12000000.0,1.0,1200000.0,20.0,6000000.0,2.0,600000.0,10.0,,,,,,,600000.0,10.0,,,600000.0,10.0,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,
6,SunStaches,5,397,26-Sep-14,15-May-15,17-Oct-14,Fashion/Beauty,SunStaches - Novelties,https://www.sunstaches.com/,Male,,Los Angeles,CA,"Daniel Gershon, David Levich, and Eric Liberman",1.0,7.32,300000.0,5.0,6000000.0,1.0,300000.0,20.0,1500000.0,1.0,300000.0,20.0,,,,,,,,,,,,,300000.0,20.0,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,
6,JungleJumpaRoo,5,398,26-Sep-14,15-May-15,17-Oct-14,Children/Education,Jungle JumpaRoo - Toys and Games,http://junglejumparoo.com/,Mixed Team,,Orem,UT,Rachel and Steve McMurtrey,1.0,7.32,100000.0,20.0,500000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,
6,TheCaddyGirls,5,399,26-Sep-14,15-May-15,17-Oct-14,Fitness/Sports/Outdoors,The Caddy Girls - Entertainment,http://thecaddygirls.com/,Female,,Myrtle Beach,NC,Meghan Tarney,0.0,7.32,100000.0,20.0,500000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,
6,Honeyfund,6,400,26-Sep-14,15-May-15,24-Oct-14,Technology/Software,Honeyfund - Weddings,http://www.honeyfund.com/,Mixed Team,Middle,Sebastopol,CA,Sara and Josh Margulis,1.0,6.89,400000.0,10.0,4000000.0,1.0,400000.0,0.0,0.0,1.0,400000.0,0.0,yes,,,,,,,,,,,,,,400000.0,0.0,,,,1.0,1.0,1.0,1.0,0.0,1.0,
6,BeatBoxBeverages,6,401,26-Sep-14,15-May-15,24-Oct-14,Food and Beverage,BeatBox Beverages - Alcoholic Beverages,http://www.beatboxbeverages.com/,Mixed Team,,Austin,TX,"Brad Schultz, Aimy Steadman, and Justin Fenchel",1.0,6.89,200000.0,10.0,2000000.0,1.0,1000000.0,33.0,3030303.0,1.0,1000000.0,33.0,,,,,,,1000000.0,33.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,
6,OilerieUSA,6,402,26-Sep-14,15-May-15,24-Oct-14,Food and Beverage,Oilerie USA - Specialty Food,http://www.oilerie.com/,Male,,Egg Harbor,WI,Amy Jo and Curt Campbell,1.0,6.89,500000.0,35.0,1428571.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,
6,EmergenSee,6,403,26-Sep-14,15-May-15,24-Oct-14,Technology/Software,EmergenSee - Home Security Solutions,http://emergensee.com/,Male,,San Francisco,CA,Phil Reitnour and Jason D. Friedberg,1.0,6.89,250000.0,10.0,2500000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,
6,MyselfBelts,7,404,26-Sep-14,15-May-15,31-Oct-14,Children/Education,Myself Belts - Baby and Children's Apparel and Accessories,http://www.myselfbelts.com,Female,,St. Louis,MO,Talia Goldfarb,0.0,7.8,60000.0,10.0,600000.0,1.0,75000.0,25.0,300000.0,1.0,75000.0,25.0,,,,,,,,,,,,,75000.0,25.0,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,
6,Titin,7,405,26-Sep-14,15-May-15,31-Oct-14,Fitness/Sports/Outdoors,Titin - Fitness Apparel and Accessories,http://titintech.com/,Male,,Atlanta,GA,Patrick  Whaley,0.0,7.8,500000.0,5.0,10000000.0,1.0,500000.0,20.0,2500000.0,1.0,500000.0,20.0,,,,,,,,,,,,,500000.0,20.0,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,
6,SingTrix,7,406,26-Sep-14,15-May-15,31-Oct-14,Children/Education,SingTrix - Electronics,http://www.singtrix.com/,Male,,New York,NY,John Devecka and Eric Berkowitz,1.0,7.8,1500000.0,5.0,30000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,
6,Beardbrand,7,407,26-Sep-14,15-May-15,31-Oct-14,Fashion/Beauty,Beardbrand - Personal Care and Cosmetics,http://www.beardbrand.com/,Male,,San Francisco,CA,Eric Bandholz,0.0,7.8,400000.0,15.0,2666667.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,
6,TheNaturalGrip,8,408,26-Sep-14,15-May-15,7-Nov-14,Fitness/Sports/Outdoors,The Natural Grip - Fitness Apparel and Accessories,http://www.thenaturalgrip.com,Female,,Louisville,KY,Ashley Drake,0.0,7.8,100000.0,20.0,500000.0,1.0,125000.0,25.0,500000.0,1.0,125000.0,25.0,,,,,,,,,,,125000.0,25.0,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,
6,BottleBreacher,8,409,26-Sep-14,15-May-15,7-Nov-14,Food and Beverage,Bottle Breacher - Novelties,https://www.bottlebreacher.com/,Male,,Tucson,AZ,Jen and Eli Crane,1.0,7.8,150000.0,10.0,1500000.0,1.0,150000.0,20.0,750000.0,2.0,75000.0,10.0,,,,,,,75000.0,10.0,,,,,,,75000.0,10.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,
6,Man-Pack,8,410,26-Sep-14,15-May-15,7-Nov-14,Fashion/Beauty,Man-Pack - Men's Accessories,https://man-pack.com/,Male,,Linden,VA,Aaron Tweedie,0.0,7.8,200000.0,29.0,689655.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,
6,PriorityOneCanine,8,411,26-Sep-14,15-May-15,7-Nov-14,Pet Products,Priority One Canine - Professional Services,http://www.priority1canine.com/,Mixed Team,,Pickerington,OH,Wade and Lori Morrell,1.0,7.8,75000.0,15.0,500000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,
6,HeidiHo,9,412,26-Sep-14,15-May-15,14-Nov-14,Food and Beverage,Heidi Ho - Specialty Food,http://www.heidiho.com/,Female,,Portland,OR,Heidi K. Lovig,0.0,7.63,125000.0,20.0,625000.0,1.0,125000.0,30.0,416667.0,1.0,125000.0,30.0,,,,,,,,,125000.0,30.0,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,
6,SquattyPotty,9,413,26-Sep-14,15-May-15,14-Nov-14,Lifestyle/Home,Squatty Potty - Health and Well-Being,http://squattypotty.com/,Mixed Team,,St. George,UT,Bobby and Judy Edwards,1.0,7.63,350000.0,5.0,7000000.0,1.0,350000.0,10.0,3500000.0,1.0,350000.0,10.0,,,,,,,,,350000.0,10.0,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,
6,Pipsnacks,9,414,26-Sep-14,15-May-15,14-Nov-14,Food and Beverage,Pipsnacks - Specialty Food,http://www.pipsnacks.com/,Mixed Team,,Harlem,NY,Jeff and Jennifer Martin,1.0,7.63,200000.0,10.0,2000000.0,1.0,200000.0,10.0,2000000.0,1.0,200000.0,10.0,yes,,,,200000.0,10.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,
6,StormStoppers,9,415,26-Sep-14,15-May-15,14-Nov-14,Lifestyle/Home,Storm Stoppers - Novelties,,Male,,Orlando,FL,John D. Smith,0.0,7.63,100000.0,10.0,1000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,
6,MagicCook,10,416,26-Sep-14,15-May-15,21-Nov-14,Food and Beverage,MagicCook - Outdoor Recreation,http://magiccook.net/,Female,,Chino,CA,Sharon Yu,0.0,7.91,100000.0,20.0,500000.0,1.0,100000.0,33.0,303030.0,1.0,100000.0,33.0,,,,,,,,,,,,,100000.0,33.0,,,,,,0.0,1.0,1.0,0.0,1.0,1.0,
6,EarthLog,10,417,26-Sep-14,15-May-15,21-Nov-14,Lifestyle/Home,Earth Log - Home Accessories,http://www.earthlog.com/,Male,,Huntington Beach,CA,Tom Sanetti,0.0,7.91,160000.0,20.0,800000.0,1.0,160000.0,30.0,533333.0,1.0,160000.0,30.0,,,,,,,,,160000.0,30.0,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,1.0,
6,KitchenSafe,10,418,26-Sep-14,15-May-15,21-Nov-14,Food and Beverage,Kitchen Safe - Storage and Cleaning Products,http://www.thekitchensafe.com/,Male,,San Francisco,CA,David Krippendorf and Ryan Tseng,1.0,7.91,100000.0,5.0,2000000.0,1.0,100000.0,20.0,500000.0,2.0,50000.0,10.0,,,,,,,,,50000.0,10.0,,,,,,,50000.0,10.0,Nick Woodman,0.0,1.0,1.0,0.0,1.0,1.0,
6,OffTheCob,10,419,26-Sep-14,15-May-15,21-Nov-14,Food and Beverage,Off the Cob - Specialty Food,http://www.offthecobchips.com/,Male,,Ithaca,NY,Cameron Sheldrake,0.0,7.91,100000.0,15.0,666667.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,1.0,
6,Biaggi,11,420,26-Sep-14,15-May-15,5-Dec-14,Lifestyle/Home,Biaggi - Storage and Cleaning Products,http://www.biaggi.com,Male,,New York,NY,Stephen Hersh,0.0,7.22,500000.0,30.0,1666667.0,1.0,500000.0,33.0,1515152.0,1.0,500000.0,33.0,,,,,,,,,500000.0,33.0,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,
